date,expenditure_billions,saving_rate_pct,credit_owned_billions,cpi_index,credit_to_spend_ratio,spend_yoy_growth,credit_yoy_growth,inflation_yoy,regime
2024-03-01,15916.3,5.9,5013919.21,312.345,315.0178879513455,2.7255711888472867,2.12458072820223,3.4868349120836584,3_post_inflation_shock
2024-04-01,15945.2,5.8,5017407.51,313.023,314.66569939542933,2.595580949439591,1.9401710549202589,3.3607951262196734,3_post_inflation_shock
2024-05-01,16019.2,5.8,5025704.11,313.175,313.73003083799443,3.1155054328235288,2.0018652908374346,3.244278584003113,3_post_inflation_shock
2024-06-01,16064.4,5.7,5027254.09,313.044,312.94378190284107,3.0819874102450573,1.5523230321691228,2.9702579486470926,3_post_inflation_shock
2024-07-01,16123.8,5.3,5045212.65,313.569,312.9046905816247,2.9722066111480094,1.73371401418847,2.9414757935583014,3_post_inflation_shock
2024-08-01,16145.7,5.2,5052991.7,314.062,312.9620703964523,3.0449433899646383,2.180014906659,2.607144490692037,3_post_inflation_shock
2024-09-01,16227.8,4.8,5057015.98,314.732,311.62671341771534,3.436231172754911,2.057116434872741,2.4264830315416708,3_post_inflation_shock
2024-10-01,16247.7,5.0,5067276.2,315.631,311.8765240618672,3.285253863415316,2.0469599023081875,2.578844053871343,3_post_inflation_shock
2024-11-01,16299.5,4.9,5060657.97,316.528,310.47933801650356,3.2469959270027715,1.433210839125043,2.719472461284833,3_post_inflation_shock
2024-12-01,16415.5,4.3,4948069.04,317.604,301.42664189333254,3.55932951871456,-0.8055706172750754,2.870690967509981,3_post_inflation_shock
2025-01-01,16316.5,5.1,4957979.27,318.961,303.86291606655834,3.3101806416482527,-0.9050946374893676,2.9909783078999608,3_post_inflation_shock
2025-02-01,16297.0,5.2,4956920.12,319.679,304.16150948027246,2.7352787286217595,-1.135032198317898,2.8015834477613355,3_post_inflation_shock
2025-03-01,16423.9,5.1,5020912.0,319.785,305.7076577426798,3.1891834157436127,0.13946754439229103,2.381981462805549,3_post_inflation_shock
2025-04-01,16446.9,5.5,5038854.01,320.302,306.3710492554828,3.1464014248802297,0.4274418603084529,2.32538823025783,3_post_inflation_shock
2025-05-01,16423.9,4.9,5047982.01,320.62,307.35586614628676,2.526343387934493,0.4432791806360248,2.3772651073680873,3_post_inflation_shock
2025-06-01,16466.3,4.6,5042689.74,321.435,306.2430382053042,2.5018052339334185,0.30703938419791577,2.680453865910226,3_post_inflation_shock
2025-07-01,16547.5,4.3,5057212.7,322.169,305.6179302009367,2.6277924558726795,0.2378502321403575,2.742618052167134,3_post_inflation_shock
2025-08-01,16595.8,4.1,5059896.38,323.291,304.89017582761903,2.787739150362012,0.1366453857424732,2.9385917430316155,3_post_inflation_shock
2025-09-01,16614.3,4.0,5071365.99,324.245,305.24102670591,2.381715328017342,0.2837643791665512,3.0225715847133294,3_post_inflation_shock
2025-11-01,16715.4,3.5,5084831.24,325.063,304.200392452469,2.5516120126384267,0.4776704954830402,2.6964439164939513,3_post_inflation_shock
